,name,symbol,quote.USD.market_cap,date_added
370,Verge,XVG,147133214.37101346,2014-10-25T00:00:00.000Z
371,Bounce Token,AUCTION,146956382.7441377,2021-02-26T00:00:00.000Z
372,TokenFi,TOKEN,146662743.84052807,2023-10-27T09:01:44.000Z
373,Acala Token,ACA,145125394.16831914,2020-08-28T00:00:00.000Z
374,Liquity,LQTY,145106290.0108996,2020-10-16T00:00:00.000Z
375,Ontology Gas,ONG,144935051.2770512,2018-08-23T00:00:00.000Z
376,TrueFi,TRU,144524653.32546848,2020-11-19T00:00:00.000Z
377,SmarDex,SDEX,143535505.15929013,2023-04-03T19:49:26.000Z
378,LooksRare,LOOKS,142840434.83316144,2022-01-10T10:44:52.000Z
379,Highstreet,HIGH,142756269.7064367,2021-08-12T00:00:00.000Z
380,Metars Genesis,MRS,142276266.2464175,2022-08-01T04:52:13.000Z
381,Smog,SMOG,141294942.76103622,2024-02-09T08:38:24.000Z
382,MimbleWimbleCoin,MWC,140007227.50537995,2020-02-24T00:00:00.000Z
383,Venus ETH,vETH,139813942.59084257,2020-12-12T00:00:00.000Z
384,Ethernity,ERN,139805176.214269,2021-02-28T00:00:00.000Z
385,Milady Meme Coin,LADYS,139559989.05778393,2023-05-08T02:42:20.000Z
386,WINkLink,WIN,139506266.8711599,2019-08-01T00:00:00.000Z
387,ChainGPT,CGPT,139364013.58545446,2023-04-10T12:12:43.000Z
388,Steem,STEEM,139207015.12237066,2016-04-18T00:00:00.000Z
389,Kyber Network Crystal v2,KNC,138762631.03339577,2021-04-26T00:00:00.000Z
390,DODO,DODO,138493480.10552856,2020-09-29T00:00:00.000Z
391,Gains Network,GNS,136398329.5433476,2021-11-01T10:00:04.000Z
392,Hifi Finance,HIFI,136395121.20060155,2018-07-05T00:00:00.000Z
393,Radworks,RAD,135373490.72862464,2020-09-01T00:00:00.000Z
394,STASIS EURO,EURS,134415166.40287423,2018-07-30T00:00:00.000Z
395,Dione Protocol,DIONE,134411075.78589773,2022-08-19T09:58:46.000Z
396,Metal DAO,MTL,133980495.91727114,2017-07-09T00:00:00.000Z
397,Orchid,OXT,133831429.82058145,2019-12-16T00:00:00.000Z
398,Hivemapper,HONEY,133825959.48702788,2022-12-03T13:01:09.000Z
399,OMG Network,OMG,133637974.74043156,2017-07-14T00:00:00.000Z
400,Origin Protocol,OGN,133623467.32875422,2020-01-09T00:00:00.000Z
401,MiL.k,MLK,133581114.59356405,2020-08-05T00:00:00.000Z
402,MediBloc,MED,133145607.25020278,2017-12-22T00:00:00.000Z
403,Tokamak Network,TON,132760303.68510774,2020-08-29T00:00:00.000Z
404,Crown by Third Time Games,CROWN,132640061.09210403,2023-05-23T03:07:25.000Z
405,dKargo,DKA,131951798.63704503,2020-07-27T00:00:00.000Z
406,Zignaly,ZIG,132022152.8162364,2021-04-16T00:00:00.000Z
407,Goldfinch,GFI,131978121.7747784,2021-11-05T12:19:13.000Z
408,Orbs,ORBS,131126101.34052444,2019-04-03T00:00:00.000Z
409,Stella,ALPHA,131081534.27094024,2020-09-29T00:00:00.000Z
410,PepeFork,PORK,130353096.74671885,2024-01-30T07:41:17.000Z
411,Telos,TLOS,130222532.78579879,2019-09-17T00:00:00.000Z
412,Gemini Dollar,GUSD,129346225.9503194,2018-10-05T00:00:00.000Z
413,Gomining,GMT,129472189.16649248,2021-06-01T00:00:00.000Z
414,Ergo,ERG,129143664.85436885,2017-06-29T00:00:00.000Z
415,STP,STPT,128994930.32464822,2019-06-12T00:00:00.000Z
416,XYO,XYO,128679819.24254131,2018-05-22T00:00:00.000Z
417,Loom Network,LOOM,126675489.4801755,2018-03-14T00:00:00.000Z
418,Bifrost,BFC,126419695.3315104,2020-11-30T00:00:00.000Z
419,NKN,NKN,125965559.91934524,2018-05-28T00:00:00.000Z
420,MARBLEX,MBX,124918124.6269086,2022-03-17T04:12:25.000Z
421,XPLA,XPLA,124282413.4545709,2022-10-24T06:03:39.000Z
422,Tectum,TET,123866943.32192959,2022-09-27T12:42:35.000Z
423,LUKSO,LYX,123620147.98617825,2020-05-25T00:00:00.000Z
424,Mines of Dalarnia,DAR,122375517.13985853,2021-08-24T00:00:00.000Z
425,QuarkChain,QKC,120657584.03891088,2018-06-04T00:00:00.000Z
426,Electroneum,ETN,120913473.6668721,2017-11-02T00:00:00.000Z
427,Sovryn,SOV,120681140.28406133,2021-03-03T00:00:00.000Z
428,Liquity USD,LUSD,120468849.34544149,2021-05-04T00:00:00.000Z
429,Ardor,ARDR,120358454.87365614,2016-07-23T00:00:00.000Z
430,Huobi Token,HT,120266828.02454406,2018-02-03T00:00:00.000Z
431,Polygon Ecosystem Token,POL,119877564.54807691,2023-10-30T14:43:57.000Z
432,CUDOS,CUDOS,119238387.35874078,2021-01-13T00:00:00.000Z
433,Shentu,CTK,118683487.71196073,2019-10-19T00:00:00.000Z
434,MyNeighborAlice,ALICE,118074489.00869575,2021-03-10T00:00:00.000Z
435,Badger DAO,BADGER,118023012.51208244,2020-12-04T00:00:00.000Z
436,MOBOX,MBOX,118022447.9025369,2021-04-08T00:00:00.000Z
437,Gitcoin,GTC,117982075.10607824,2021-05-25T00:00:00.000Z
438,Spell Token,SPELL,117899758.0783018,2021-08-17T00:00:00.000Z
439,Banana Gun,BANANA,116769270.74341142,2023-09-20T12:34:29.000Z
440,ERC20,ERC20,114864608.14927582,2017-11-09T00:00:00.000Z
441,Clearpool,CPOOL,114310303.64742497,2021-10-10T08:04:07.000Z
442,SuperRare,RARE,113492195.44355595,2021-08-17T00:00:00.000Z
443,Venus USDC,vUSDC,112727328.55154236,2020-12-12T00:00:00.000Z
444,ARPA,ARPA,111996390.75710517,2019-07-15T00:00:00.000Z
445,RACA,RACA,111794304.78787845,2021-08-20T00:00:00.000Z
446,Ankr Staked ETH,ankrETH,111668647.71770631,2020-12-23T00:00:00.000Z
447,Phoenix,PHB,111222403.69648705,2021-11-05T14:03:22.000Z
448,Chainge,XCHNG,109561701.52934234,2021-04-01T00:00:00.000Z
449,Access Protocol,ACS,109493396.90855375,2023-02-15T17:14:44.000Z
450,Polkastarter,POLS,109434511.84911364,2020-09-28T00:00:00.000Z
451,BakeryToken,BAKE,109331297.66934349,2020-09-15T00:00:00.000Z
452,Polymath,POLY,109149721.33426307,2018-02-02T00:00:00.000Z
453,WazirX,WRX,107835398.84364258,2020-02-06T00:00:00.000Z
454,Bancor,BNT,107616228.99710135,2017-06-18T00:00:00.000Z
455,SIDUS,SIDUS,106940477.1564247,2021-12-15T14:37:58.000Z
456,Blockchain Foundation for Innovation & Collaboration,BFIC,106781230.54560284,2022-03-11T08:43:14.000Z
457,Star Atlas,ATLAS,106809872.1079896,2021-08-11T00:00:00.000Z
458,Trias Token (New),TRIAS,106268717.28635849,2021-03-24T00:00:00.000Z
459,Adventure Gold,AGLD,105311164.60133837,2021-09-02T10:19:07.000Z
460,Bella Protocol,BEL,103680615.46557923,2020-09-07T00:00:00.000Z
461,Gaimin,GMRX,103582033.2238195,2024-03-26T04:01:53.000Z
462,GamerCoin,GHX,102984722.60798365,2020-08-12T00:00:00.000Z
463,BENQI,QI,102587866.98946689,2021-04-19T00:00:00.000Z
464,Frontier,FRONT,102300992.77385393,2020-09-15T00:00:00.000Z
465,StormX,STMX,102238947.56411758,2017-12-20T00:00:00.000Z
466,Toko Token,TKO,101897195.17987587,2021-04-07T00:00:00.000Z
467,Pandora,PANDORA,101478369.43101346,2024-02-05T17:13:36.000Z
468,MovieBloc,MBL,100317069.87803583,2019-06-21T00:00:00.000Z
469,Tokenlon Network Token,LON,99614563.32250398,2020-12-23T00:00:00.000Z
470,Hippocrat,HPO,99225005.1545256,2018-11-08T00:00:00.000Z
471,Ozone Chain,OZO,98387117.94111219,2023-09-25T04:04:14.000Z
472,Multibit,MUBI,98212511.9745143,2023-11-14T14:18:51.000Z
473,USDX [Kava],USDX,97468539.41802834,2020-08-20T00:00:00.000Z
474,Metaplex,MPLX,96901212.80367367,2022-09-20T05:27:00.000Z
475,LTO Network,LTO,96305567.97871237,2019-02-05T00:00:00.000Z
476,REI Network,REI,98071777.82225685,2022-04-27T14:07:00.000Z
477,RARI,RARI,95990483.25393914,2020-07-20T00:00:00.000Z
478,Pangolin,PNG,95749520.42670691,2021-02-10T00:00:00.000Z
479,Alien Worlds,TLM,93784513.2854276,2021-04-06T00:00:00.000Z
480,Zero1 Labs,DEAI,93351735.07504693,2024-03-11T04:04:07.000Z
481,Bazaars,BZR,93217783.61747073,2023-04-19T13:22:57.000Z
482,GameFi.org,GAFI,93117598.12597537,2021-09-09T09:16:09.000Z
483,Automata Network,ATA,92957204.47027037,2021-06-01T00:00:00.000Z
484,Star Atlas DAO,POLIS,92138971.22381039,2021-08-11T00:00:00.000Z
485,Viction,VIC,90927347.1164654,2018-03-08T00:00:00.000Z
486,Moon Tropica,CAH,90817884.74482268,2023-05-26T12:00:35.000Z
487,BitMart Token,BMX,90087096.5643123,2018-07-13T00:00:00.000Z
488,The Root Network,ROOT,90001988.77370693,2023-11-21T04:58:56.000Z
489,Snek,SNEK,89571072.1041312,2023-05-14T20:05:46.000Z
490,Artificial Liquid Intelligence,ALI,89547613.04525794,2022-01-05T09:29:06.000Z
491,Cortex,CTXC,89109362.1257455,2018-04-16T00:00:00.000Z
492,Function X,FX,89133791.36435597,2019-04-25T00:00:00.000Z
493,Rally,RLY,87249479.01680921,2020-12-22T00:00:00.000Z
494,VerusCoin,VRSC,88907669.26961337,2020-06-12T00:00:00.000Z
495,Ren,REN,88218441.73018777,2018-02-21T00:00:00.000Z
496,Contentos,COS,87508034.02247584,2019-06-20T00:00:00.000Z
497,VAIOT,VAI,87467779.03002743,2021-04-20T00:00:00.000Z
498,Wrapped NXM,WNXM,87245453.03061903,2020-07-28T00:00:00.000Z
499,Elastos,ELA,87092250.31161056,2018-01-31T00:00:00.000Z
500,Dimitra,DMTR,87087695.69894157,2021-09-21T22:52:25.000Z
501,LimeWire,LMWR,85432839.43833235,2023-04-17T05:39:22.000Z
502,Ampleforth Governance Token,FORTH,85119590.89052753,2021-04-21T00:00:00.000Z
503,Maple,MPL,85394487.69733049,2021-04-21T00:00:00.000Z
504,StrikeX,STRX,84969960.44471398,2021-04-14T00:00:00.000Z
505,HarryPotterObamaSonic10Inu (ERC-20),BITCOIN,84887634.0703196,2023-05-11T23:05:12.000Z
506,PlatON,LAT,84907242.7257904,2021-05-12T00:00:00.000Z
507,Linear Finance,LINA,84605945.06007612,2020-09-18T00:00:00.000Z
508,Gods Unchained,GODS,84381238.3504283,2021-10-29T09:56:03.000Z
509,Numbers Protocol,NUM,84163935.00347914,2021-10-29T04:05:10.000Z
510,Perpetual Protocol,PERP,83942797.35501827,2020-09-08T00:00:00.000Z
511,MAP Protocol,MAPO,83266188.39590389,2020-01-06T00:00:00.000Z
512,CLV,CLV,83062728.07468055,2021-02-03T00:00:00.000Z
513,Agoras: Currency of Tau,AGRS,83033684.23482765,2015-08-24T00:00:00.000Z
514,Polytrade,TRADE,82829035.49900447,2021-06-16T00:00:00.000Z
515,Boba Network,BOBA,82324391.80801345,2021-11-16T03:46:11.000Z
516,DIMO,DIMO,81782628.15020747,2022-12-01T10:19:22.000Z
517,Neon EVM,NEON,81331116.79338466,2023-07-18T03:44:03.000Z
518,NEOPIN,NPT,81178456.56966951,2022-03-21T11:45:05.000Z
519,Metadium,META,80902675.22035046,2018-10-09T00:00:00.000Z
520,LeverFi,LEVER,80861605.32263967,2022-07-04T21:03:02.000Z
521,Ultra,UOS,80475664.3361162,2019-07-30T00:00:00.000Z
522,Ultima,ULTIMA,80334245.27733217,2023-10-26T20:59:30.000Z
523,Nibiru Chain,NIBI,80056154.63320549,2024-03-12T08:57:13.000Z
524,Cobak Token,CBK,79943947.83294055,2020-12-24T00:00:00.000Z
525,Grok,GROK,79717238.17038837,2023-11-13T05:49:32.000Z
526,Bitgert,BRISE,79437751.8247915,2021-07-28T00:00:00.000Z
527,DeFinder Capital,DFC,78757637.50548916,2023-12-13T19:53:33.000Z
528,Uquid Coin,UQC,78736874.47142965,2017-12-13T00:00:00.000Z
529,Propbase,PROPS,78505976.15137564,2023-11-13T02:19:04.000Z
530,PaLM AI,PALM,78294218.88615459,2023-12-01T12:22:15.000Z
531,Victoria VR,VR,77793479.32718626,2021-11-19T05:45:39.000Z
532,Streamr,DATA,77560867.2659328,2017-11-03T00:00:00.000Z
533,Sweat Economy,SWEAT,77688951.71337233,2022-09-13T08:15:37.000Z
534,Aergo,AERGO,76669487.7779927,2018-12-17T00:00:00.000Z
535,Guild of Guardians,GOG,76394062.4319078,2021-12-22T02:56:03.000Z
536,Forta,FORT,76263621.93802474,2022-06-15T16:55:55.000Z
537,Verasity,VRA,75701167.85445884,2019-04-03T00:00:00.000Z
538,Orion,ORN,75483136.36346759,2020-07-16T00:00:00.000Z
539,ArbDoge AI,AIDOGE,75240788.3576316,2023-04-17T06:07:36.000Z
540,district0x,DNT,74869540.06675123,2017-08-03T00:00:00.000Z
541,tomiNet,TOMI,74776210.66193198,2023-01-16T11:16:01.000Z
542,MEMETOON,MEME,74759896.16065468,2023-09-25T04:09:13.000Z
543,NULS,NULS,74505557.72389911,2017-10-25T00:00:00.000Z
544,DeFi Pulse Index,DPI,74468271.93923306,2020-09-15T00:00:00.000Z
545,KWD,KWD,74249253.65037882,2015-08-26T00:00:00.000Z
546,Beta Finance,BETA,73851236.23129077,2021-08-18T00:00:00.000Z
547,IAGON,IAG,73714200.39359882,2021-07-28T00:00:00.000Z
548,Constellation,DAG,73424683.235131,2018-06-20T00:00:00.000Z
549,Boson Protocol,BOSON,73050746.75353593,2021-03-16T00:00:00.000Z
550,Wirex Token,WXT,72350541.38568296,2019-07-09T00:00:00.000Z
551,FUNToken,FUN,72153763.16529942,2017-06-27T00:00:00.000Z
552,SingularityDAO,SDAO,72164349.30884992,2021-05-07T00:00:00.000Z
553,PlayDapp,PDA,72211153.69658491,2020-10-20T00:00:00.000Z
554,Carry,CRE,71451788.06693913,2019-05-17T00:00:00.000Z
555,BUSD,BUSD,70900604.34301333,2019-09-20T00:00:00.000Z
556,Staika,STIK,70864446.3303186,2023-03-15T10:03:10.000Z
557,Opulous,OPUL,70246630.6868312,2021-06-11T00:00:00.000Z
558,Komodo,KMD,70145896.6401702,2017-02-05T00:00:00.000Z
559,DEXTools,DEXT,70042227.96975331,2020-07-19T00:00:00.000Z
560,PLANET,PLANET,69811258.22250913,2023-06-02T06:49:38.000Z
561,Measurable Data Token,MDT,68724307.06687386,2018-01-09T00:00:00.000Z
562,Velo,VELO,68703747.13231148,2020-09-21T00:00:00.000Z
563,Energy Web Token,EWT,68700469.74553739,2020-03-28T00:00:00.000Z
564,Games for a Living,GFAL,68186706.59484296,2023-02-04T23:52:41.000Z
565,Wanchain,WAN,68057728.2654128,2018-03-23T00:00:00.000Z
566,Hunt Town,HUNT,67964041.74822901,2020-03-30T00:00:00.000Z
567,Onyxcoin,XCN,67611739.0353545,2022-03-09T16:10:43.000Z
568,Alitas,ALT,67592661.81411687,2021-07-14T00:00:00.000Z
569,COMBO,COMBO,67558024.75167789,2019-08-21T00:00:00.000Z
570,IDEX,IDEX,67371280.79784802,2019-05-09T00:00:00.000Z
571,Flamingo,FLM,67303348.67854881,2020-09-29T00:00:00.000Z
572,Meter Governance,MTRG,67271473.31644173,2020-07-27T00:00:00.000Z
573,Venus XVS,vXVS,67024053.54505329,2020-12-12T00:00:00.000Z
574,Propchain,PROPC,66873299.16973688,2023-05-19T05:03:47.000Z
575,Botto,BOTTO,66805941.14270668,2021-11-11T09:51:21.000Z
576,Everscale,EVER,66719231.31485082,2020-10-26T00:00:00.000Z
577,DIA,DIA,66681150.29345535,2020-08-04T00:00:00.000Z
578,Clash of Lilliput,COL,66675542.72937217,2022-06-20T04:02:04.000Z
579,Lyra,LYRA,66668728.44372889,2021-12-01T07:30:40.000Z
580,Veno Finance,VNO,66361043.784185134,2023-01-20T11:18:48.000Z
581,Clore.ai,CLORE,65819449.56445662,2023-05-31T10:43:56.000Z
582,Strike,STRK,65646136.76832948,2021-03-22T00:00:00.000Z
583,Cornucopias,COPI,65516144.780972466,2021-12-03T23:51:08.000Z
584,DeFiChain,DFI,65431927.4509466,2020-07-03T00:00:00.000Z
585,Alchemix,ALCX,65222927.1240853,2021-02-27T00:00:00.000Z
586,Reef,REEF,64378126.26080971,2020-09-08T00:00:00.000Z
587,Dynex,DNX,64043259.35020269,2022-12-03T14:51:44.000Z
588,Dego Finance,DEGO,63627465.927672,2020-09-17T00:00:00.000Z
589,5ire,5IRE,63507743.4321087,2023-12-05T13:00:00.000Z
590,Enzyme,MLN,63290372.788264446,2017-02-21T00:00:00.000Z
591,Bitcoin Palladium,BTCP,63246607.16128699,2017-05-13T00:00:00.000Z
592,trac (Ordinals),TRAC,62979971.91517657,2023-05-20T07:15:35.000Z
593,Anchored Coins AEUR,AEUR,61728405.790975384,2023-12-05T11:27:21.000Z
594,Persistence One,XPRT,61664863.27275226,2020-10-03T00:00:00.000Z
595,Dora Factory,DORA,61451455.11606486,2021-03-15T00:00:00.000Z
596,Statter Network,STT,60863608.21812826,2023-06-15T10:03:33.000Z
597,Shrapnel,SHRAP,60500285.49763558,2023-11-08T11:09:47.000Z
598,Venus BUSD,vBUSD,60438501.06062356,2020-12-12T00:00:00.000Z
599,ThunderCore,TT,60018916.34111763,2019-05-10T00:00:00.000Z
600,Cratos,CRTS,59673537.47678974,2021-09-22T23:11:43.000Z
601,xMoney,UTK,59393545.07129222,2017-12-29T00:00:00.000Z
602,League of Kingdoms Arena,LOKA,59287402.166805826,2022-01-11T15:44:13.000Z
603,CEEK VR,CEEK,59114688.73933723,2018-06-11T00:00:00.000Z
604,Kin,KIN,58880770.0534982,2017-09-27T00:00:00.000Z
605,ZKFair,ZKF,58574285.35893309,2024-01-03T09:42:51.000Z
606,Steem Dollars,SBD,58483587.19526997,2016-07-18T00:00:00.000Z
607,FirmaChain,FCT,58705573.57009305,2019-12-06T00:00:00.000Z
608,Dero,DERO,58469481.29746275,2018-04-23T00:00:00.000Z
609,Kwenta,KWENTA,58414299.72947704,2022-09-23T09:10:21.000Z
610,Only1,LIKE,58153056.795838505,2021-07-14T00:00:00.000Z
611,pSTAKE Finance,PSTAKE,58085679.728632346,2021-12-13T21:16:22.000Z
612,Celsius,CEL,58059765.96690247,2018-05-18T00:00:00.000Z
613,PAID Network,PAID,57743651.63058834,2021-01-26T00:00:00.000Z
614,Circuits of Value,COVAL,57712790.839930125,2015-01-23T00:00:00.000Z
615,Litentry,LIT,57648974.92490515,2020-09-01T00:00:00.000Z
616,ArchLoot,ALT,57458730.89493823,2022-11-23T09:10:55.000Z
617,Groestlcoin,GRS,57103296.54296154,2014-04-11T00:00:00.000Z
618,Sologenic,SOLO,56938985.470130585,2020-03-06T00:00:00.000Z
619,IRISnet,IRIS,56806879.913324445,2019-04-18T00:00:00.000Z
620,DEAPcoin,DEP,56857800.07263011,2020-04-10T00:00:00.000Z
621,Astrafer,ASTRAFER,56594341.69057203,2022-07-06T02:24:18.000Z
622,Vertex Protocol,VRTX,56362842.85825899,2022-10-24T05:59:35.000Z
623,XCAD Network,XCAD,56403317.78268888,2021-05-17T00:00:00.000Z
624,Bonfida,FIDA,56269241.09191733,2020-12-14T00:00:00.000Z
625,Voxies,VOXEL,56251027.981127374,2021-12-14T12:02:47.000Z
626,Vega Protocol,VEGA,54711622.88590515,2021-09-02T19:00:00.000Z
627,Green Satoshi Token (SOL),GST,54653310.576186426,2021-12-22T01:37:42.000Z
628,Cream Finance,CREAM,54364071.12824505,2020-08-04T00:00:00.000Z
629,Cere Network,CERE,54308348.801827446,2021-11-08T13:18:17.000Z
630,Solend,SLND,54287164.247093834,2021-10-29T04:19:47.000Z
631,cheqd,CHEQ,54064523.210628495,2021-10-02T08:42:01.000Z
632,Gelato,GEL,53393071.74266534,2020-09-29T00:00:00.000Z
633,Solchat,CHAT,53384953.566321306,2024-02-21T06:59:39.000Z
634,Router Protocol,ROUTE,53088333.73433265,2021-01-20T00:00:00.000Z
635,RAMP,RAMP,52796122.26786001,2020-10-21T00:00:00.000Z
636,Smart Layer Network,SLN,52732002.60299021,2024-02-21T09:02:02.000Z
637,RichQUACK.com,QUACK,52225718.53855098,2021-06-25T00:00:00.000Z
638,Syncus,SYNC,52211931.91230883,2023-12-22T03:58:17.000Z
639,EURC,EURC,52041511.075116985,2022-06-16T19:13:48.000Z
640,e-Radix,EXRD,51907846.021818385,2020-11-16T00:00:00.000Z
641,Doge Killer,LEASH,51539321.554121,2021-04-19T00:00:00.000Z
642,Neom,NEOM,51349322.95875611,2019-05-20T00:00:00.000Z
643,Aleph.im,ALEPH,51276566.75215534,2020-07-08T00:00:00.000Z
644,Coreum,COREUM,51225462.73068388,2021-12-23T06:20:21.000Z
645,Sentinel Protocol,UPP,50899481.32177319,2018-06-18T00:00:00.000Z
646,Morpheus.Network,MNW,50637317.44285701,2018-05-22T00:00:00.000Z
647,APX,APX,50513867.13957684,2021-12-21T09:51:43.000Z
648,Biswap,BSW,50256288.80528338,2021-07-02T00:00:00.000Z
649,KYVE Network,KYVE,50179016.34976705,2023-08-07T16:15:36.000Z
650,H2O DAO,H2O,49962002.121094696,2022-03-26T13:48:58.000Z
651,Concordium,CCD,49859478.68340288,2022-02-10T07:51:08.000Z
652,NFT Worlds,WRLD,49704695.92157609,2021-12-30T09:55:36.000Z
653,ALTAVA,TAVA,49631161.213718966,2022-04-26T15:39:39.000Z
654,smARTOFGIVING,AOG,49587033.24328911,2018-09-20T00:00:00.000Z
655,Moss Coin,MOC,49436846.96679539,2018-07-10T00:00:00.000Z
656,Whiteheart,WHITE,49195189.22545583,2020-12-28T00:00:00.000Z
657,Reserve,RSV,49115361.10706638,2020-08-27T00:00:00.000Z
658,Stratos,STOS,48888018.91592022,2021-06-13T00:00:00.000Z
659,Bitcoin Dominica,BTCD,48851880.26124315,2017-08-30T00:00:00.000Z
660,Qredo,QRDO,48471083.97296313,2021-08-19T00:00:00.000Z
661,Assemble Protocol,ASM,48435112.46337332,2020-08-03T00:00:00.000Z
662,sUSD,SUSD,48387957.480091065,2018-07-13T00:00:00.000Z
663,Mdex,MDX,48346532.23088173,2021-01-27T00:00:00.000Z
664,Quickswap [New],QUICK,48279276.866171196,2022-05-05T05:41:26.000Z
665,SelfKey,KEY,48268864.90755934,2018-01-15T00:00:00.000Z
666,HOPR,HOPR,48253589.39753624,2020-08-11T00:00:00.000Z
667,Moonchain,MXC,48219055.70896587,2018-12-06T00:00:00.000Z
668,Kishu Inu,KISHU,48226668.32176746,2021-04-20T00:00:00.000Z
669,PolySwarm,NCT,47499325.01696307,2018-04-10T00:00:00.000Z
670,ASD,ASD,47458908.233255826,2019-01-08T00:00:00.000Z
671,SOMESING,SSG,47070536.75337338,2020-05-21T00:00:00.000Z
672,Hacken Token,HAI,46841429.15214427,2020-05-13T00:00:00.000Z
673,Niza Global,NIZA,46683277.51438831,2023-10-14T18:47:57.000Z
674,ZTX,ZTX,46547577.15921092,2023-10-17T06:26:47.000Z
675,ELYSIA,EL,46530206.74451178,2020-03-30T00:00:00.000Z
676,Vectorspace AI,VXV,46503195.77964942,2019-12-04T00:00:00.000Z
677,Alpha Quark Token,AQT,46337878.36846079,2020-10-20T00:00:00.000Z
678,Impossible Finance Launchpad,IDIA,46223063.69493762,2021-08-18T00:00:00.000Z
679,Unifi Protocol DAO,UNFI,46190407.09171647,2020-11-21T00:00:00.000Z
680,Lumerin,LMR,45825704.621139064,2022-03-28T05:43:33.000Z
681,MUX Protocol,MCB,45583604.57701056,2020-07-29T00:00:00.000Z
682,Altura,ALU,45298791.78131009,2021-05-07T00:00:00.000Z
683,Isiklar Coin,ISIKC,44836685.957105555,2020-04-16T00:00:00.000Z
684,StaFi,FIS,43524558.17350905,2020-07-21T00:00:00.000Z
685,AdEx,ADX,43422051.122969076,2017-07-01T00:00:00.000Z
686,Metacraft,MCT,43340558.557412006,2022-01-06T10:02:19.000Z
687,Stronghold Token,SHX,42997399.69917988,2019-01-03T00:00:00.000Z
688,Turbo,TURBO,42931547.552202016,2023-05-04T05:24:19.000Z
689,iMe Lab,LIME,42846849.77267168,2021-06-16T00:00:00.000Z
690,Cetus Protocol,CETUS,42775721.8561592,2023-05-09T13:55:38.000Z
691,XPR Network,XPR,42704836.938019745,2020-04-06T00:00:00.000Z
692,AVINOC,AVINOC,42761061.02662715,2018-08-06T00:00:00.000Z
693,Tenset,10SET,42695025.16376097,2021-04-01T00:00:00.000Z
694,Tranchess,CHESS,42588497.80631568,2021-07-20T00:00:00.000Z
695,AhaToken,AHT,42500874.897029,2020-08-19T00:00:00.000Z
696,Velas,VLX,42474174.87899728,2019-10-03T00:00:00.000Z
697,GameGPT,DUEL,42446139.90251805,2023-12-29T01:09:12.000Z
698,UniLend,UFT,42309836.85959242,2020-10-14T00:00:00.000Z
699,Samoyedcoin,SAMO,42279995.4456368,2021-05-12T00:00:00.000Z
700,AVA,AVA,41973740.83808139,2018-05-28T00:00:00.000Z
701,Decubate,DCB,41875174.69999487,2021-06-22T00:00:00.000Z
702,Carrieverse,CVTX,41746434.12281505,2023-01-31T08:55:13.000Z
703,Akropolis,AKRO,41699277.277823456,2019-07-19T00:00:00.000Z
704,Across Protocol,ACX,41645647.92620003,2022-11-09T23:45:27.000Z
705,Vara Network,VARA,41152083.87889753,2023-09-21T17:22:55.000Z
706,Dejitaru Tsuka,TSUKA,41016731.090075284,2022-06-28T05:46:26.000Z
707,QuickSwap [Old],QUICK,40979383.396629564,2021-01-07T00:00:00.000Z
708,Paris Saint-Germain Fan Token,PSG,40775083.12573993,2020-06-11T00:00:00.000Z
709,Farcana,FAR,40507864.62163363,2022-10-21T06:43:12.000Z
710,SLG.GAMES,SLG,40545577.04208177,2022-07-19T12:11:46.000Z
711,OmniFlix Network,FLIX,40425166.21020075,2023-04-27T10:35:34.000Z
712,FC Barcelona Fan Token,BAR,40252965.15873536,2020-06-24T00:00:00.000Z
713,ViciCoin,VCNT,40125897.65084094,2023-12-11T04:50:06.000Z
714,XSGD,XSGD,39392302.09457684,2021-02-17T00:00:00.000Z
715,RocketX exchange,RVF,39244685.13689678,2021-04-13T00:00:00.000Z
716,Nuco.cloud,NCDT,39142414.38360639,2020-09-08T00:00:00.000Z
717,BADMAD ROBOTS,METAL,39033006.99370232,2022-01-24T07:24:22.000Z
718,Nine Chronicles,WNCG,38985264.0300409,2021-08-11T00:00:00.000Z
719,Tether EURt,EURt,38824915.24421696,2021-07-08T00:00:00.000Z
720,VIDT DAO,VIDT,38787065.97241842,2019-04-05T00:00:00.000Z
721,Aurory,AURY,38673932.74859103,2021-10-24T16:58:08.000Z
722,Dock,DOCK,38605101.725870945,2018-04-25T00:00:00.000Z
723,Keep3rV1,KP3R,38562850.44552502,2020-10-28T00:00:00.000Z
724,PARSIQ,PRQ,38572552.586085014,2020-04-02T00:00:00.000Z
725,Celo Dollar,CUSD,38554427.471652314,2020-09-29T00:00:00.000Z
726,FONSmartChain,FON,38362878.5392468,2022-11-08T15:57:27.000Z
727,Pitbull,PIT,38324652.15645287,2021-04-08T00:00:00.000Z
728,BurgerCities,BURGER,38241570.48858547,2020-09-24T00:00:00.000Z
729,Scallop,SCLP,38061925.251691334,2021-10-12T19:46:02.000Z
730,Zano,ZANO,37855474.24221549,2020-01-17T00:00:00.000Z
731,AirDAO,AMB,37843384.916800566,2017-10-23T00:00:00.000Z
732,Katana Inu,KATA,37370694.79481709,2021-11-25T02:45:24.000Z
733,Graphlinq Chain,GLQ,37372209.911529884,2021-03-31T00:00:00.000Z
734,Aura Finance,AURA,37236239.49846838,2022-08-23T10:42:44.000Z
735,Minswap,MIN,37197765.97726461,2021-10-15T14:39:28.000Z
